timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1485545687835346,-2,0,-2,0,-3,-1,2,0
1485545687835346,1,-2,4,-4,0,-4,-2,-1
1485545687844365,-3,0,2,-2,-1,-2,-1,0
1485545687844365,-2,1,-6,-6,-3,-2,-1,0
1485545687859393,0,0,0,1,-3,-1,-3,-3
1485545687859393,-2,0,1,0,-3,-1,0,-1
1485545687860877,2,-2,2,-1,-3,1,0,-2
1485545687860877,-1,-2,-4,-2,-2,0,-1,1
1485545687881889,-2,2,5,5,1,-1,0,1
1485545687881889,3,0,-1,-5,-2,0,-1,-1
1485545687883391,-1,-2,-4,15,0,-3,-3,-3
1485545687883391,-2,3,0,-7,1,-1,-1,-2
1485545687895437,0,-2,-3,0,-2,-2,-1,-2
1485545687895437,-1,0,-1,-1,0,1,0,-2
1485545687904440,-3,-3,-1,-4,0,-2,0,-1
1485545687904440,1,0,-3,-1,0,2,1,-2
1485545687918980,1,-3,-1,-1,-1,0,-1,1
1485545687918980,-2,-2,-3,2,0,-3,-2,-1
1485545687920955,-2,-3,-5,-4,-1,-2,-2,-1
1485545687920955,-1,-1,0,-11,-1,1,1,0
1485545687941465,-4,0,-1,2,-1,1,0,-1
1485545687941465,-1,-2,-1,0,-2,-2,0,-1
1485545687943466,0,2,0,-5,-2,-1,1,0
1485545687943466,1,-2,0,1,-2,-2,-2,0
1485545687963981,-4,-1,0,-6,2,-3,-2,-1
1485545687963981,0,0,-11,-3,-2,0,-1,2
1485545687965982,-2,-4,-12,4,-1,-1,2,-1
1485545687965982,1,-2,5,-2,-2,-1,0,-3
1485545687978981,0,-2,3,0,-1,0,-2,-1
1485545687978981,1,0,1,0,-1,0,0,-3
1485545687980997,-1,-2,-1,-5,-2,-1,-2,-2
1485545687980997,-1,0,-5,4,-3,-1,-2,0
1485545688001549,-2,-3,-4,-5,-3,-3,-1,-1
1485545688001549,0,-1,0,0,2,-1,-3,-2
1485545688003034,5,3,9,8,1,-1,2,0
1485545688003034,-7,-5,-11,-25,-8,-3,-3,-3
1485545688024050,-7,-2,-1,14,1,2,-3,-3
1485545688024050,-1,0,3,-3,-1,-2,-1,-2
1485545688025567,0,1,2,1,0,-1,-1,-1
1485545688025567,-2,3,-2,-1,2,0,2,1
1485545688039071,7,-2,1,-2,-1,-2,1,-1
1485545688039071,-2,1,-7,0,0,1,1,-2
1485545688040560,-1,-4,5,-1,-1,0,-3,1
1485545688040560,2,0,3,6,0,-2,-3,1
1485545688061585,-4,1,-1,-8,-2,-1,0,-2
